dataset,optimizer,n_layers,lr,weight_decay,batch_size,epochs,seq_len,max_vocab_size,final_train_loss,final_val_loss
wikitext2,adamw,4,1e-05,0.0,16,10,128,4096,9.868390005189818,9.757492092677525
wikitext2,adamw,4,1e-05,0.0,32,10,128,4096,11.666666025161744,11.527767361335034
wikitext2,adamw,4,1e-05,0.0,64,10,128,4096,13.835519256591796,13.657201060542354
wikitext2,adamw,4,1e-05,0.0001,16,10,128,4096,10.232195293033993,10.084874661763509
wikitext2,adamw,4,1e-05,0.0001,32,10,128,4096,11.912385995864868,11.727766180938145
wikitext2,adamw,4,1e-05,0.0001,64,10,128,4096,14.726752056121827,14.553919544926396
wikitext2,adamw,4,1e-05,0.001,16,10,128,4096,10.06918070675967,9.928955877394904
wikitext2,adamw,4,1e-05,0.001,32,10,128,4096,11.909282649993896,11.800417090361973
wikitext2,adamw,4,1e-05,0.001,64,10,128,4096,14.301562210083008,14.137642118665907
wikitext2,adamw,4,1e-05,0.01,16,10,128,4096,10.027252177258472,9.872452118283226
wikitext2,adamw,4,1e-05,0.01,32,10,128,4096,11.737213077545166,11.597062542753399
wikitext2,adamw,4,1e-05,0.01,64,10,128,4096,14.197206214904785,14.06389621452049
wikitext2,adamw,4,1e-05,0.1,16,10,128,4096,9.169709897303319,9.003292083740234
wikitext2,adamw,4,1e-05,0.1,32,10,128,4096,11.532553354263305,11.36257668261258
wikitext2,adamw,4,1e-05,0.1,64,10,128,4096,13.953072582244873,13.847092098659939
wikitext2,adamw,4,3e-05,0.0,16,10,128,4096,6.47364861291129,6.35440886815389
wikitext2,adamw,4,3e-05,0.0,32,10,128,4096,8.167677262306213,8.02379304058147
wikitext2,adamw,4,3e-05,0.0,64,10,128,4096,9.693626850128174,9.545618092572248
wikitext2,adamw,4,3e-05,0.0001,16,10,128,4096,6.420047695224697,6.310402547745477
wikitext2,adamw,4,3e-05,0.0001,32,10,128,4096,8.027935190200806,7.912623918281411
wikitext2,adamw,4,3e-05,0.0001,64,10,128,4096,10.436600242614746,10.285097086871112
wikitext2,adamw,4,3e-05,0.001,16,10,128,4096,6.492276685697573,6.375273295811245
wikitext2,adamw,4,3e-05,0.001,32,10,128,4096,8.26546309375763,8.167725176181433
wikitext2,adamw,4,3e-05,0.001,64,10,128,4096,10.190570434570313,10.086898591783312
wikitext2,adamw,4,3e-05,0.01,16,10,128,4096,6.435520802820837,6.349307900383359
wikitext2,adamw,4,3e-05,0.01,32,10,128,4096,8.13836695098877,7.985345588540131
wikitext2,adamw,4,3e-05,0.01,64,10,128,4096,10.665660236358642,10.60618605437102
wikitext2,adamw,4,3e-05,0.1,16,10,128,4096,6.361444690487125,6.274355120885939
wikitext2,adamw,4,3e-05,0.1,32,10,128,4096,7.854703883171082,7.6846746588652985
wikitext2,adamw,4,3e-05,0.1,64,10,128,4096,9.616948554992677,9.485166761610243
wikitext2,adamw,4,0.0001,0.0,16,10,128,4096,5.300151027523197,5.2386656125386555
wikitext2,adamw,4,0.0001,0.0,32,10,128,4096,5.576167063713074,5.519377636459638
wikitext2,adamw,4,0.0001,0.0,64,10,128,4096,6.3655897312164305,6.288185755411784
wikitext2,adamw,4,0.0001,0.0001,16,10,128,4096,5.296952225707032,5.228585688273112
wikitext2,adamw,4,0.0001,0.0001,32,10,128,4096,5.562718947410583,5.503552607770236
wikitext2,adamw,4,0.0001,0.0001,64,10,128,4096,6.454139654159546,6.381663552036992
wikitext2,adamw,4,0.0001,0.001,16,10,128,4096,5.292852058277264,5.226101920718238
wikitext2,adamw,4,0.0001,0.001,32,10,128,4096,5.552289370536804,5.482968870198952
wikitext2,adamw,4,0.0001,0.001,64,10,128,4096,6.357737762451172,6.29652773892438
wikitext2,adamw,4,0.0001,0.01,16,10,128,4096,5.3003840613198445,5.234009438469297
wikitext2,adamw,4,0.0001,0.01,32,10,128,4096,5.539456055641175,5.466101268552384
wikitext2,adamw,4,0.0001,0.01,64,10,128,4096,6.322040075302124,6.2593985133700905
wikitext2,adamw,4,0.0001,0.1,16,10,128,4096,5.275216632313304,5.210298120407831
wikitext2,adamw,4,0.0001,0.1,32,10,128,4096,5.540971887588501,5.474416804763506
wikitext2,adamw,4,0.0001,0.1,64,10,128,4096,6.381359558105469,6.318683677249485
wikitext2,adamw,4,0.0003,0.0,16,10,128,4096,4.992746851422808,4.944297463553292
wikitext2,adamw,4,0.0003,0.0,32,10,128,4096,5.138403039932251,5.084141398375889
wikitext2,adamw,4,0.0003,0.0,64,10,128,4096,5.293657476425171,5.243764276857729
wikitext2,adamw,4,0.0003,0.0001,16,10,128,4096,4.976232105201775,4.931314577375139
wikitext2,adamw,4,0.0003,0.0001,32,10,128,4096,5.1774007472991945,5.123945812009415
wikitext2,adamw,4,0.0003,0.0001,64,10,128,4096,5.299081605911255,5.241104814741346
wikitext2,adamw,4,0.0003,0.001,16,10,128,4096,4.997197270750642,4.948707439785912
wikitext2,adamw,4,0.0003,0.001,32,10,128,4096,5.143204659461975,5.087354084230819
wikitext2,adamw,4,0.0003,0.001,64,10,128,4096,5.286463495254517,5.232429398430718
wikitext2,adamw,4,0.0003,0.01,16,10,128,4096,4.964395444471758,4.918607761746361
wikitext2,adamw,4,0.0003,0.01,32,10,128,4096,5.149756239891052,5.094216643639331
wikitext2,adamw,4,0.0003,0.01,64,10,128,4096,5.290826223373413,5.235913930115877
wikitext2,adamw,4,0.0003,0.1,16,10,128,4096,4.972718416989505,4.928463899521601
wikitext2,adamw,4,0.0003,0.1,32,10,128,4096,5.119570420265198,5.068051293211163
wikitext2,adamw,4,0.0003,0.1,64,10,128,4096,5.275581609725952,5.218854709907815
wikitext2,adamw,4,0.001,0.0,16,10,128,4096,4.532717717634691,4.534907845088414
wikitext2,adamw,4,0.001,0.0,32,10,128,4096,4.750359075546265,4.726050070996554
wikitext2,adamw,4,0.001,0.0,64,10,128,4096,4.980661169052124,4.943849828508165
wikitext2,adamw,4,0.001,0.0001,16,10,128,4096,4.513201365818629,4.522291764758882
wikitext2,adamw,4,0.001,0.0001,32,10,128,4096,4.73557680606842,4.716399588674869
wikitext2,adamw,4,0.001,0.0001,64,10,128,4096,4.999313396453857,4.963479942745632
wikitext2,adamw,4,0.001,0.001,16,10,128,4096,4.521121659121671,4.5256424813043505
wikitext2,adamw,4,0.001,0.001,32,10,128,4096,4.780000111579895,4.753603170502861
wikitext2,adamw,4,0.001,0.001,64,10,128,4096,4.919302062988281,4.884126274674027
wikitext2,adamw,4,0.001,0.01,16,10,128,4096,4.514245293357155,4.513298625037784
wikitext2,adamw,4,0.001,0.01,32,10,128,4096,4.733280368804932,4.715564403893812
wikitext2,adamw,4,0.001,0.01,64,10,128,4096,4.948525526046753,4.912781291537815
wikitext2,adamw,4,0.001,0.1,16,10,128,4096,4.4182708261015415,4.433896355401902
wikitext2,adamw,4,0.001,0.1,32,10,128,4096,4.631111437797546,4.614012349326655
wikitext2,adamw,4,0.001,0.1,64,10,128,4096,4.933316986083985,4.902064888565628
wikitext2,adamw,4,0.003,0.0,16,10,128,4096,4.080673036756335,4.149910518101284
wikitext2,adamw,4,0.003,0.0,32,10,128,4096,4.315625304222107,4.347005403266762
wikitext2,adamw,4,0.003,0.0,64,10,128,4096,4.537226751327514,4.5386570824517145
wikitext2,adamw,4,0.003,0.0001,16,10,128,4096,4.082789350341964,4.153455482210432
wikitext2,adamw,4,0.003,0.0001,32,10,128,4096,4.3083761711120605,4.341768858567724
wikitext2,adamw,4,0.003,0.0001,64,10,128,4096,4.491981050491333,4.501865757836236
wikitext2,adamw,4,0.003,0.001,16,10,128,4096,4.089471236094609,4.156297774541946
wikitext2,adamw,4,0.003,0.001,32,10,128,4096,4.297851294517517,4.331799124771694
wikitext2,adamw,4,0.003,0.001,64,10,128,4096,4.506636638641357,4.514371977912055
wikitext2,adamw,4,0.003,0.01,16,10,128,4096,4.0452029871773885,4.123020203908284
wikitext2,adamw,4,0.003,0.01,32,10,128,4096,4.280908353805542,4.317122198500723
wikitext2,adamw,4,0.003,0.01,64,10,128,4096,4.501082408905029,4.508007190845631
wikitext2,adamw,4,0.003,0.1,16,10,128,4096,3.7987738132000444,3.913113328388759
wikitext2,adamw,4,0.003,0.1,32,10,128,4096,4.0875209889411925,4.150735823613293
wikitext2,adamw,4,0.003,0.1,64,10,128,4096,4.418754528045654,4.430455402091697
wikitext2,muon,4,1e-05,0.0,16,10,128,4096,10.815663356761952,10.629563513256254
wikitext2,muon,4,1e-05,0.0,32,10,128,4096,12.053543134689331,11.79755630133287
wikitext2,muon,4,1e-05,0.0,64,10,128,4096,15.516132728576661,15.383685959710014
wikitext2,muon,4,1e-05,0.0001,16,10,128,4096,10.452507769787585,10.312064007350378
wikitext2,muon,4,1e-05,0.0001,32,10,128,4096,12.414072372436523,12.185220574432948
wikitext2,muon,4,1e-05,0.0001,64,10,128,4096,16.101320163726808,15.99541547563341
wikitext2,muon,4,1e-05,0.001,16,10,128,4096,10.43758886224859,10.299752280825661
wikitext2,muon,4,1e-05,0.001,32,10,128,4096,12.199056001663209,11.992393007818258
wikitext2,muon,4,1e-05,0.001,64,10,128,4096,15.56176058959961,15.357830294856319
wikitext2,muon,4,1e-05,0.01,16,10,128,4096,10.434137542526443,10.267179970514206
wikitext2,muon,4,1e-05,0.01,32,10,128,4096,12.289483116149903,12.103869959993183
wikitext2,muon,4,1e-05,0.01,64,10,128,4096,15.751596878051759,15.59192583296034
wikitext2,muon,4,1e-05,0.1,16,10,128,4096,10.29505373643233,10.116622052873884
wikitext2,muon,4,1e-05,0.1,32,10,128,4096,12.980672233581544,12.74539175573385
wikitext2,muon,4,1e-05,0.1,64,10,128,4096,15.456757804870605,15.260184853165239
wikitext2,muon,4,3e-05,0.0,16,10,128,4096,6.822900699687885,6.701133837018694
wikitext2,muon,4,3e-05,0.0,32,10,128,4096,8.557673976898194,8.40543881902155
wikitext2,muon,4,3e-05,0.0,64,10,128,4096,10.820222103118896,10.672090424431694
wikitext2,muon,4,3e-05,0.0001,16,10,128,4096,6.649173512682691,6.553570624760219
wikitext2,muon,4,3e-05,0.0001,32,10,128,4096,8.697244842529297,8.529426133857584
wikitext2,muon,4,3e-05,0.0001,64,10,128,4096,10.75487844467163,10.626565014874494
wikitext2,muon,4,3e-05,0.001,16,10,128,4096,6.687471962832547,6.572138581957136
wikitext2,muon,4,3e-05,0.001,32,10,128,4096,9.027172569274903,8.863812626532788
wikitext2,muon,4,3e-05,0.001,64,10,128,4096,10.948761737823487,10.80600713800501
wikitext2,muon,4,3e-05,0.01,16,10,128,4096,6.866377957693704,6.796960540044875
wikitext2,muon,4,3e-05,0.01,32,10,128,4096,8.727277132034303,8.557750665916586
wikitext2,muon,4,3e-05,0.01,64,10,128,4096,11.430107330322265,11.274017086735478
wikitext2,muon,4,3e-05,0.1,16,10,128,4096,6.768684408643267,6.683428955078125
wikitext2,muon,4,3e-05,0.1,32,10,128,4096,9.13511954498291,9.003741642214218
wikitext2,muon,4,3e-05,0.1,64,10,128,4096,10.992322856903076,10.925627284579807
wikitext2,muon,4,0.0001,0.0,16,10,128,4096,5.290402499112216,5.228453867776054
wikitext2,muon,4,0.0001,0.0,32,10,128,4096,5.626306498527527,5.540349078628252
wikitext2,muon,4,0.0001,0.0,64,10,128,4096,6.675527177810669,6.623931143018934
wikitext2,muon,4,0.0001,0.0001,16,10,128,4096,5.279463725132899,5.2149267060416085
wikitext2,muon,4,0.0001,0.0001,32,10,128,4096,5.584215803146362,5.5193429892917845
wikitext2,muon,4,0.0001,0.0001,64,10,128,4096,6.71475018119812,6.6479309929741754
wikitext2,muon,4,0.0001,0.001,16,10,128,4096,5.288990175092851,5.230407083602179
wikitext2,muon,4,0.0001,0.001,32,10,128,4096,5.619701714515686,5.562854892802688
wikitext2,muon,4,0.0001,0.001,64,10,128,4096,6.674234275817871,6.568738089667426
wikitext2,muon,4,0.0001,0.01,16,10,128,4096,5.282658947574032,5.223561114356631
wikitext2,muon,4,0.0001,0.01,32,10,128,4096,5.589798392295838,5.515423630768398
wikitext2,muon,4,0.0001,0.01,64,10,128,4096,6.961071796417237,6.872286796569824
wikitext2,muon,4,0.0001,0.1,16,10,128,4096,5.287700852194985,5.226752726236979
wikitext2,muon,4,0.0001,0.1,32,10,128,4096,5.5366436309814455,5.467409943634609
wikitext2,muon,4,0.0001,0.1,64,10,128,4096,6.708512170791626,6.607015503777398
wikitext2,muon,4,0.0003,0.0,16,10,128,4096,4.989113167449311,4.938538769313268
wikitext2,muon,4,0.0003,0.0,32,10,128,4096,5.10591983795166,5.0490142174486845
wikitext2,muon,4,0.0003,0.0,64,10,128,4096,5.268200941085816,5.214425722757976
wikitext2,muon,4,0.0003,0.0001,16,10,128,4096,4.982080970729863,4.93749928247361
wikitext2,muon,4,0.0003,0.0001,32,10,128,4096,5.103753246307373,5.0542349455491555
wikitext2,muon,4,0.0003,0.0001,64,10,128,4096,5.265879442214966,5.2219582133822975
wikitext2,muon,4,0.0003,0.001,16,10,128,4096,4.983647431288804,4.934806492215111
wikitext2,muon,4,0.0003,0.001,32,10,128,4096,5.105446607589721,5.053657000919558
wikitext2,muon,4,0.0003,0.001,64,10,128,4096,5.257985893249511,5.2079285515679254
wikitext2,muon,4,0.0003,0.01,16,10,128,4096,4.984046839333915,4.940060856228783
wikitext2,muon,4,0.0003,0.01,32,10,128,4096,5.115531732559204,5.063651003927554
wikitext2,muon,4,0.0003,0.01,64,10,128,4096,5.268773328781128,5.213978325879133
wikitext2,muon,4,0.0003,0.1,16,10,128,4096,4.927429621274417,4.885035037994385
wikitext2,muon,4,0.0003,0.1,32,10,128,4096,5.1050760412216185,5.051564630472435
wikitext2,muon,4,0.0003,0.1,64,10,128,4096,5.243210502624512,5.193544794011999
wikitext2,muon,4,0.001,0.0,16,10,128,4096,4.485918329907702,4.491631180899484
wikitext2,muon,4,0.001,0.0,32,10,128,4096,4.705742944717407,4.685786931019909
wikitext2,muon,4,0.001,0.0,64,10,128,4096,4.909722932815551,4.8798372303998026
wikitext2,muon,4,0.001,0.0001,16,10,128,4096,4.499041887430044,4.504606142498198
wikitext2,muon,4,0.001,0.0001,32,10,128,4096,4.714108898162841,4.6994375822679055
wikitext2,muon,4,0.001,0.0001,64,10,128,4096,4.9401181640625,4.908485924756086
wikitext2,muon,4,0.001,0.001,16,10,128,4096,4.477522657110498,4.488442961374918
wikitext2,muon,4,0.001,0.001,32,10,128,4096,4.718182095527649,4.697014439780757
wikitext2,muon,4,0.001,0.001,64,10,128,4096,4.920309644699096,4.889312055375841
wikitext2,muon,4,0.001,0.01,16,10,128,4096,4.4796015151611694,4.486804964428856
wikitext2,muon,4,0.001,0.01,32,10,128,4096,4.700861730575562,4.678078165594137
wikitext2,muon,4,0.001,0.01,64,10,128,4096,4.888822122573853,4.86178497031883
wikitext2,muon,4,0.001,0.1,16,10,128,4096,4.374611085230534,4.39185657728286
wikitext2,muon,4,0.001,0.1,32,10,128,4096,4.6572361602783205,4.641714356980234
wikitext2,muon,4,0.001,0.1,64,10,128,4096,4.895950023651123,4.8675543643810135
wikitext2,muon,4,0.003,0.0,16,10,128,4096,4.03465424074636,4.1101373763311475
wikitext2,muon,4,0.003,0.0,32,10,128,4096,4.2329017419815065,4.276251262088992
wikitext2,muon,4,0.003,0.0,64,10,128,4096,4.447138902664185,4.4641048819930464
wikitext2,muon,4,0.003,0.0001,16,10,128,4096,4.047890468553587,4.12395749092102
wikitext2,muon,4,0.003,0.0001,32,10,128,4096,4.257358366966248,4.297898153089127
wikitext2,muon,4,0.003,0.0001,64,10,128,4096,4.49046342086792,4.502152231004503
wikitext2,muon,4,0.003,0.001,16,10,128,4096,4.036447251355136,4.109938873563494
wikitext2,muon,4,0.003,0.001,32,10,128,4096,4.22758180141449,4.272999421605524
wikitext2,muon,4,0.003,0.001,64,10,128,4096,4.461754720687866,4.478013621436225
wikitext2,muon,4,0.003,0.01,16,10,128,4096,3.9975774921737353,4.080397726240612
wikitext2,muon,4,0.003,0.01,32,10,128,4096,4.197316219329834,4.248616016136025
wikitext2,muon,4,0.003,0.01,64,10,128,4096,4.457489505767822,4.470767815907796
wikitext2,muon,4,0.003,0.1,16,10,128,4096,3.809972745436174,3.9212968349456787
wikitext2,muon,4,0.003,0.1,32,10,128,4096,4.052361067771912,4.120622747349289
wikitext2,muon,4,0.003,0.1,64,10,128,4096,4.370753141403198,4.398323553579825
